Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
115,"Friday, Aug 11",boxscore,DET,,MIN,L,4,9,,52-63,4,10,Pressly,Sanchez,,3:21,N,"29,733",--
116,"Saturday, Aug 12",boxscore,DET,,MIN,W-wo,12,11,,53-63,4,10,Greene,Belisle,,3:36,N,"33,006",+
117,"Sunday, Aug 13",boxscore,DET,,MIN,L,4,6,,53-64,4,11,Duffey,Rondon,Hildenberger,3:38,D,"30,582",-
118,"Monday, Aug 14",boxscore,DET,@,TEX,L,2,6,,53-65,4,12,Perez,Fulmer,,2:56,N,"21,041",--
119,"Tuesday, Aug 15",boxscore,DET,@,TEX,L,4,10,,53-66,4,13,Griffin,Verlander,,3:23,N,"20,636",---
120,"Wednesday, Aug 16",boxscore,DET,@,TEX,L,6,12,,53-67,4,13.5,Hamels,Bell,,3:52,N,"22,713",----
121,"Friday, Aug 18",boxscore,DET,,LAD,L,5,8,,53-68,4,14.5,Hill,Zimmermann,,3:20,N,"32,841",-----
122,"Saturday, Aug 19",boxscore,DET,,LAD,L,0,3,,53-69,4,15.5,Stripling,Fulmer,Jansen,2:57,D,"37,182",------
123,"Sunday, Aug 20",boxscore,DET,,LAD,W,6,1,,54-69,4,14.5,Verlander,Maeda,,2:33,D,"30,901",+
124,"Tuesday, Aug 22",boxscore,DET,,NYY,L,4,13,,54-70,4,15,Tanaka,Boyd,,3:14,N,"27,818",-
125,"Wednesday, Aug 23",boxscore,DET,,NYY,L,2,10,,54-71,4,15,Severino,Zimmermann,,2:55,N,"29,695",--
126,"Thursday, Aug 24",boxscore,DET,,NYY,W,10,6,,55-71,4,15,Wilson,Betances,Greene,4:13,D,"32,622",+
127,"Friday, Aug 25",boxscore,DET,@,CHW,L-wo,2,3,,55-72,4,16,Minaya,Jimenez,,2:44,N,"23,171",-
128,"Saturday, Aug 26",boxscore,DET,@,CHW,W,6,3,,56-72,4,16,Farmer,Rodon,Greene,3:14,N,"29,489",+
129,"Sunday, Aug 27",boxscore,DET,@,CHW,L,1,7,,56-73,4,17,Giolito,Boyd,,2:44,D,"22,532",-
130,"Monday, Aug 28",boxscore,DET,@,COL,W,4,3,,57-73,4,17,Zimmermann,Senzatela,Greene,3:29,N,"30,754",+
131,"Tuesday, Aug 29",boxscore,DET,@,COL,L,3,7,,57-74,4,17.5,Neshek,Fulmer,,3:08,N,"30,721",-
132,"Wednesday, Aug 30",boxscore,DET,@,COL,W,6,2,,58-74,4,18,Verlander,Bettis,,3:03,D,"29,281",+
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
133,"Friday, Sep 1 (1)",boxscore,DET,,CLE,L,2,3,,58-75,4,20,Allen,Greene,Smith,3:25,D,"26,093",-
134,"Friday, Sep 1 (2)",boxscore,DET,,CLE,L,0,10,,58-76,4,20,Clevinger,Farmer,,3:04,N,"24,342",--
135,"Saturday, Sep 2",boxscore,DET,,CLE,L,2,5,,58-77,4,21,Kluber,Zimmermann,Allen,3:02,N,"25,272",---
136,"Sunday, Sep 3",boxscore,DET,,CLE,L,1,11,,58-78,4,22,Tomlin,Bell,,3:16,D,"25,244",----
137,"Monday, Sep 4",boxscore,DET,,KCR,L,6,7,,58-79,4,23,Junis,Lewicki,Alexander,3:13,D,"24,804",-----
138,"Tuesday, Sep 5",boxscore,DET,,KCR,W,13,2,,59-79,4,23,Jaye,Vargas,,3:00,N,"22,547",+
139,"Wednesday, Sep 6",boxscore,DET,,KCR,L,2,13,,59-80,4,24,Hammel,Boyd,,3:27,N,"23,755",-
140,"Friday, Sep 8",boxscore,DET,@,TOR,W,5,4,,60-80,4,24.5,Farmer,Stroman,Greene,2:34,N,"31,961",+
141,"Saturday, Sep 9",boxscore,DET,@,TOR,L,4,5,,60-81,4,25.5,Anderson,Saupold,Tepera,3:03,D,"44,218",-
142,"Sunday, Sep 10",boxscore,DET,@,TOR,L,2,8,,60-82,4,26.5,Happ,Sanchez,Santos,2:48,D,"39,797",--
143,"Monday, Sep 11",boxscore,DET,@,CLE,L,0,11,,60-83,4,27.5,Carrasco,Jaye,,3:12,N,"18,521",---
144,"Tuesday, Sep 12",boxscore,DET,@,CLE,L,0,2,,60-84,4,28.5,Kluber,Boyd,,2:41,N,"24,654",----
145,"Wednesday, Sep 13",boxscore,DET,@,CLE,L,3,5,,60-85,4,29.5,Clevinger,Farmer,Allen,2:59,D,"29,346",-----
146,"Thursday, Sep 14",boxscore,DET,,CHW,L,7,17,,60-86,4,30.5,Shields,Bell,,3:42,D,"26,743",------
147,"Friday, Sep 15",boxscore,DET,,CHW,W-wo,3,2,,61-86,4,29.5,Greene,Alburquerque,,3:18,N,"25,298",+
148,"Saturday, Sep 16",boxscore,DET,,CHW,L,4,10,,61-87,4,30.5,Lopez,Jaye,,3:25,N,"29,846",-
149,"Sunday, Sep 17",boxscore,DET,,CHW,W,12,0,,62-87,4,30.5,Boyd,Covey,,2:45,D,"25,663",+
150,"Monday, Sep 18",boxscore,DET,,OAK,L,3,8,,62-88,4,31,Hendriks,Farmer,,3:39,N,"23,895",-
151,"Tuesday, Sep 19",boxscore,DET,,OAK,L,8,9,,62-89,4,32,Casilla,Wilson,Treinen,3:58,N,"23,460",--
152,"Wednesday, Sep 20",boxscore,DET,,OAK,L,2,3,,62-90,4,33,Mengden,Sanchez,Hendriks,3:07,D,"26,913",---
153,"Thursday, Sep 21",boxscore,DET,,MIN,L,1,12,,62-91,4,34,Gee,Zimmermann,,3:34,N,"25,437",----
154,"Friday, Sep 22",boxscore,DET,,MIN,L,3,7,,62-92,5,34,Gibson,Norris,,2:52,N,"25,390",-----
155,"Saturday, Sep 23",boxscore,DET,,MIN,L,4,10,,62-93,5,35,Santana,Stumpf,,3:12,N,"26,800",------
156,"Sunday, Sep 24",boxscore,DET,,MIN,L,4,10,,62-94,5,36,Berrios,Farmer,,3:16,D,"23,882",-------
157,"Tuesday, Sep 26",preview,DET,@,KCR,8:15 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
158,"Wednesday, Sep 27",preview,DET,@,KCR,8:15 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Thursday, Sep 28",preview,DET,@,KCR,8:15 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,DET,@,MIN,8:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,DET,@,MIN,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,DET,@,MIN,3:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
